Id	Score	Text
91	3	I give this 3 stars because it wasn't unpleasant coffee.  It just didn't taste like anything.  It reminded me of hot water with those Folgers coffee bags dunked in it for a little bit.  I don't like too strong a coffee but this was way underpowered for coffee.  I enjoy the bolder coffees, too, such as Coffee People Organic Bold and Dark Magic.  I would not buy Nantucket again.
92	4	Although my kids prefer Pop Tarts, this is a healthy alternative. Believe it or not, the Apple without the frosting is pretty decent. There is cinnamon on the top of it which adds a bit of spice...I don't really like too much frosting on mine. The cherry pomengrante is the most preferred in my home. They don't last as long as opposed to the blueberry...Strawberry is delicious too. They travel pretty well too. Don't crumble too much...
93	1	Way  too expensive for a small package. Shipping weight claims eight pounds you receive a 6oz package.<br />I feel ripped off.
94	1	This pasta is good.  BUT they keep sending me whole wheat and the whole wheat tastes like garbage.<br /><br />They made this mistake about 4 times so far.
95	3	<a href= http://www.amazon.com/gp/product/B003KLT05C >Doctor Kracker Organic and Artisan-Baked Flatbread, Pumpkin Seed Cheddar, 7-Ounce Boxes (Pack of 6)</a>  I have eaten this product at Jason's Deli and loved it.  However, when I found it online, the price was quite high, but since we liked it so much, I ordered it anyway.  It was delivered quickly, just a matter of a couple days, because it is made not 10 miles from our office.  BUT IT TASTED STALE.  That was a real disappointment and I will not order any more.  It's much too expensive to be stale in less than 3 days of my order.  Both my husband and I had it again at Jason's Deli yesterday and it tasted fresh and wonderful.  Our experience was not a happy one.  I tried to find a retailer who sells it in the area, since it is made right here, but could not find one, so I guess we will just have to find something else.
96	5	Walmart was the local carrier for this item, but unfortunately they stopped carrying it....now have to purchase it online....the shipping was very fast, and now enjoying it ..........
97	5	I've always liked lentils but only recently tried green ones.  They are delicious and so good for you.  Makes really elegant soup combined with Italian sausage, garlic, and fennel.  And that's only for starters -
98	5	This is one of my favorites.  It has a depth of flavor that is wonderful.  If you enjoy hazelnut coffee you will enjoy it.  It is distinctly hazelnut, but not over powering.
99	5	Not much to say, a lot of popchips for very little money. Comes out to about half of what a store would charge me.
100	5	This tea has a superb taste.  I actually look forward to drinking this tea with my dinner.  Now that it is summer I drink is as an iced tea, but this is also a very delicious hot drink too!  I use splenda and fresh mint when I brew it.  Fabulous!
101	5	Love this coffee - when it first arrived I thought I had ordered the wrong thing as the  pods  are quite different from regular K-cups, but they work perfectly and I think the coffee tastes much better than the coffee in the plastic pods.  The Fog Chaser is a nice, not-too-strong, coffee, perfect for that first wake up cup in the morning.
102	4	As far as taste goes, they all come running when they hear me opening the package.  I can't vouch for the teeth cleaning properties, as it appeared to me they were mostly swallowing them after a couple of bites.  I keep snacks to a minimum to prevent obesity.  What we need is a flavorful chew for cats they could mouth real well.  I have a couple that would chew them, cleaning their teeth without a lot of calories.
103	5	Of couse, you have to like creaminess.  If you do, give this creamed rice a try.  Yeah, I know it's not cheap; so use it for a special occasion.  However, don't think you're going to eat maybe half a can and save the rest for tomorrow.  You won't stop until that doggone can is empty.<br /><br />It's sweet; but a pleasant, soothing sweet.  Very old-fashioned and came in real handy one day when I was feeling just a bit yucky.  You know, you feel like you need to coat your stomach with something rich, but not upsetting. Like maybe a baby food with grownup flavor?  Yeah, open a can.  Make sure it's in the refrigerator waiting or you.
104	5	Another home run from Garvey's! These pancakes are simply delicious. Very easy to make. I was thrilled to find out they have no trans-fats. They have quickly become a family favorite.
105	5	It is really a value size. Taste is excellent. I have recommended it to my friends. Sending fast and in high quality.
106	4	This is a great-tasting oatmeal but I would l like it to have a little more crunch. I add extra flax seed and some dried fruit. BUT it is worth buying and pretty healthy too.
107	2	I was very diappointed to find there were trans fats in these cookies.<br /><br />Ginger is one of my favorite flavors - however not trans fats.<br /><br />I would not buy them again until the trans fats are removed.
108	3	This tea has a nice taste for making ice tea, but it does not taste like apricot or peach. The lemon myrtle over powers everything else in this tea. It has a good price point, the tea leafs are of fair quality, and the taste is good, if used for iced tea.  It reminds me of lemon zinger tea but with out the hit of chicory at the end.
109	5	This 12-pack case is a great value and is actually about 20 cents cheaper per can than my local pet food store. It arrived very quickly at our house and only one of the cans had a small dent at the base. It still made the swoosh sound when I opened it with the can opener, so the vacuum was still good and the food was still fresh. Great deal, and now I don't have to run out to the pet food store after work every few days to pick up more cans. I can simply drive home to my baby puppy at the end of the day. I did notice that all my dogs have had softer stools with this food, but if I mix it with the dry food and feed less frequently they don't have too much of a problem.
